9.00E-04,0.0557,0.04,0.0635,0.07728,0.17808
0.03168,0.25,0.15054,0.27458,0.04494,0.18148
0.0269,0.0027,0.07076,0.0392,0.01588,0.00194
0.0074,0.24404,0.0676,0.27878,1.44E-04,0.07952
5.76E-04,0.28944,0.07952,0.25402,0.19714,0.0818
0.0225,0.25402,0.02496,0.1521,0.10112,0.03764
0.02756,0.19536,0.09,0.0324,1.44E-04,0.0346
0.00462,0.20976,0.09486,0.15366,0.14592,0.19714
0.00102,0.09364,0.10498,0.0231,0.05664,0.08526
0.11696,0.02132,0.07508,0.12816,0.06052,0.10498
0.09986,0.00672,0.00292,0.15054,0.10628,0.12674
0.1849,0.1521,0.0023,0.0484,0.03312,0.13838
0.00884,0.10368,0.08526,0.08762,0.1296,9.00E-04
0.03312,0.05954,0.1681,0.2025,0.00518,0.07182
0.01,0.0064,0.0625,0.16322,0.04326,0.05382
0.1225,0.04326,0.14592,0.2025,0.10112,0.28944
0.0392,0.1325,0.0615,0.11696,0.07508,0.14288
4.84E-04,0.10758,0.04162,0.06554,0.0818,0.07182
0.00212,0.0729,0.00212,0.17808,0.00774,0.08644
7.84E-04,0.05476,0.0625,0.19892,0.01,0.1764
3.60E-05,0.2043,0.01588,0.21344,0.09364,0.0484
0.1584,0.07076,0.10498,0.0036,0.14592,0.19892
0.03386,0.27458,0.0392,2.56E-04,0.03098,0.2401
0.00144,0.00116,0.0196,0.07182,0.12532,0.03842
0.00144,0.13104,3.24E-04,0.03842,0.14592,0.1444
0.1024,0.10758,0.00336,0.0784,0.11834,0.01166
0.00672,0.11022,0.1584,0.2209,0.17472,0.17808
0.08066,0.00922,0.09364,0.11972,0.00384,0.08294
0.19184,0.02434,7.84E-04,0.2809,0.15366,0.1211
0.03764,0.03098,0.18836,0.03534,0.0841,0.05108
0.2007,0.0986,0.0441,3.60E-05,0.18836,0.1584
0.00672,0.28944,0.0036,0.18148,0.0484,7.84E-04
0.19184,0.01638,0.05198,0.20976,7.84E-04,0.25402
0.00774,0.19536,0.02624,0.14746,0.1714,0.2704
0.00706,0.2362,0.01346,0.04,4.84E-04,0.2043
0.01904,0.21716,0.013,0.19184,0.16,0.07398
0.0818,0.0615,0.16322,0.21716,0.02372,0.2116
0.08762,0.07952,0.02958,0.1225,0.0049,0.29594
0.14288,0.21344,0.02016,0.15682,0.00336,0.08294
0.1024,0.20612,0.0408,0.25806,0.05108,0.08294
0.18662,0.06554,0.1225,0.25806,0.10368,0.20794
0.0041,0.27248,0.05476,0.1239,0.17472,0.0289
0.07398,0.1129,0.04244,0.02074,0.01254,0.05476
4.00E-06,0.00774,0.03098,0.13104,0.1225,0.25806
0.1156,0.07728,0.04,0.00846,0.11834,5.76E-04
0.06052,0.18836,1.00E-04,0.24602,0.15682,0.11022
0.1225,0.2025,0.05382,0.22658,0.2007,0.11972
0.18662,0.04752,0.06864,0.27248,0.04666,0.29594
0.01796,0.0986,0.05198,0.23814,0.00706,0.09734
0.01,0.26832,7.84E-04,0.0784,1.60E-05,0.16484
0.03764,0.24602,0.01538,0.01082,4.00E-04,0.03686
