0.00436,0.04928,0.03534,0.26214,0.06052,0.10758
0.01,0.11696,4.84E-04,0.06052,0.01742,0.24602
0.03312,0.06864,0.13838,0.04752,0.01904,5.76E-04
0.1764,0.07398,0.16322,0.16484,0.15524,0.24206
0.013,0.1444,0.07398,0.01588,4.00E-04,0.2362
0.1156,0.04666,0.05108,0.01588,0.0231,0.07728
0.11972,0.11022,0.17472,0.25604,0.17978,0.24206
0.0023,0.2025,0.19714,0.00336,0.19892,0.07076
1.44E-04,0.09364,0.12816,0.08066,0.01638,0.1936
0.01538,0.01538,0.12816,0.05108,0.09986,0.2601
0.0986,0.09986,0.1714,0.2642,0.05018,0.13988
0.0023,0.0635,1.44E-04,0.02132,0.07076,0.18662
0.04,0.28516,0.0441,0.03028,4.84E-04,0.0557
0.00706,0.01,1.60E-05,7.84E-04,0.14746,0.2873
0.0635,0.2873,0.04666,0.02016,0.0036,0.05382
0.0484,0.18662,0.01796,0.11424,0.1681,0.10498
0.00212,0.22658,0.0121,0.26214,0.01588,0.02822
0.09242,0.02434,0.07618,0.0484,0.0049,0.07182
0.12674,0.28302,0.05198,0.0625,0.013,0.0392
0.00518,0.09,0.0912,0.19892,0.05664,0.1764
0.10758,0.06864,0.04752,0.17306,0.13104,0.20612
0.18662,0.04928,0.00116,0.1239,0.06656,0.1325
0.04162,0.15366,0.00774,0.04666,0.1089,0.19536
0.04244,0.16974,0.1584,0.20612,0.0408,0.27668
0.10758,0.1024,0.05382,0.09486,0.01638,0.2362
0.05856,0.14592,2.56E-04,0.0888,7.84E-04,0.1936
0.01904,0.11022,0.11156,3.60E-05,0.02434,0.04666
5.76E-04,0.02372,0.01392,0.16484,0.09734,0.0074
0.1211,0.0625,1.00E-04,0.10368,0.09486,0.05954
0.19714,0.0557,5.76E-04,0.0841,0.1024,0.29594
0.0219,0.01904,0.12532,0.0256,0.0888,0.2916
0.0408,0.1849,0.0625,0.05664,0.00922,0.11696
0.12816,0.04,1.44E-04,0.28302,1.00E-04,0.11156
0.0441,0.00116,0.03686,0.27458,0.03168,0.07728
0.00608,0.2362,3.24E-04,0.2304,0.1225,0.2043
0.0081,7.84E-04,3.60E-05,0.02434,0.00706,0.1901
0.08644,0.11424,2.56E-04,0.2153,0.13396,0.09
0.03168,0.07952,0.19536,0.1849,0.0256,0.16
0.0961,0.22278,0.0635,0.17472,0.14138,0.11156
0.00116,0.00384,0.0104,0.10628,0.03842,0.18662
0.05382,0.1714,0.03386,0.28944,0.07398,0.17306
4.00E-04,0.17978,0.0841,0.1444,0.09986,0.1089
0.1521,0.1369,0.15054,7.84E-04,0.09364,0.09986
0.14592,0.14746,5.76E-04,0.13542,0.0986,0.1681
0.1616,0.248,0.0625,0.00922,0.05954,0.10498
0.1024,0.24404,0.0219,0.11972,0.08066,0.25806
0.11156,0.29376,0.00176,0.248,1.00E-04,0.1325
0.01538,0.04752,0.05108,0.26214,0.0064,0.09486
0.00608,0.10498,0.00384,0.01796,0.0784,0.16
1.44E-04,0.28944,0.0961,0.0784,2.56E-04,0.0013
0.0081,0.27668,0.00314,0.15682,0.01904,0.03686
2.56E-04,0.20612,0.01,0.06554,0.01392,0.00922
0.18836,0.1849,0.01082,0.00608,0.1521,0.06656
0.16646,0.0064,0.13542,0.18148,0.05108,0.29594
0.12532,0.2362,0.02624,0.27668,0.013,0.2043
0.0269,0.28302,0.09734,0.06452,0.09986,0.25402
0.00774,0.0912,0.02132,0.0408,0.00922,2.56E-04
0.11834,0.2401,0.14592,0.00706,1.00E-04,0.18318
0.0096,0.17472,4.00E-04,0.1444,0.19892,0.17306
