0.07023,0.09923,0.05523,0.0016,0.1089,0.18923
0.03063,2.50E-05,0.01103,0.23523,6.25E-04,0.03063
0.0576,0.21623,0.1089,0.08123,0.1225,0.07023
0.0016,0.26523,0.0529,0.0121,0.1521,0.02723
0.01563,0.03803,1.00E-04,0.1296,0.0256,0.0196
0.01563,0.0625,0.1296,0.0729,0.0529,0.18923
0.16,0.16,0.08703,0.1089,0.1089,0.11903
0.00423,0.01563,0.1296,0.1849,0.0256,0.16403
0.00723,0.28623,0.0025,0.1681,0.18063,0.0676
0.16403,0.10563,0.0016,0.15603,0.1156,0.1764
0.06003,0.2116,0.01,0.18923,0.0049,0.1156
9.00E-04,0.0064,0.0225,0.1089,0.17223,9.00E-04
0.0784,0.0441,0.0441,0.0196,0.00563,0.16403
0.0121,0.19803,0.03423,0.11903,0.00563,0.1936
0.04,0.0081,0.16403,0.00563,0.0121,0.01563
6.25E-04,0.11903,0.03063,0.0196,0.00723,0.28623
0.13323,0.26523,0.14063,0.29703,0.0324,0.03063
0.01823,0.14823,0.11903,0.0049,0.0196,0.07023
0.0289,0.21623,0.17223,0.08703,0.18063,9.00E-04
0.0529,0.03423,0.14823,0.26523,0.12603,0.2304
0.01823,0.29703,0.06503,0.01323,0.0016,0.05063
0.0025,0.01563,0.02403,0.27563,0.0121,0.2809
0.11903,0.0729,0.1681,0.2809,0.00203,0.00203
0.0324,0.3025,0.04203,0.06003,0.01823,0.1849
0.05523,0.03423,0.11223,0.0961,0.0025,0.0676
6.25E-04,0.27563,0.1089,0.0676,0.09,0.25
0.0196,0.3136,0.10563,0.09923,0.0016,0.21623
4.00E-04,0.07023,0.0625,0.1936,0.17223,0.05523
0.10563,0.11903,0.00123,0.0676,2.50E-05,0.00563
0.0361,0.15603,6.25E-04,0.14823,0.07023,0.08123
0.16403,0.2116,0.08703,0.1225,0.00423,0.1849
6.25E-04,0.26523,0.0576,0.0121,0.01823,0.18063
0.0289,0.2401,0.14823,0.1521,0.0784,0.18923
0.09923,0.19803,0.0016,0.09923,0.11223,0.22563
0.1764,0.01823,0.1156,0.01,0.00563,0.20703
0,0.14063,0.0049,6.25E-04,0.06003,0.2209
0.03423,0.27563,0.0289,0.1681,0.18063,0.30803
0.14823,0.1764,0.11903,0.25503,0.0121,0.2704
0.1444,0.04623,0.08703,0.24503,0.1225,0.02403
0.0289,0.30803,0.10563,6.25E-04,0.08123,0.20703
0.0729,0.0441,0.11223,0.15603,0.06003,0.02103
0.09303,0.0961,0.04623,0.01823,0.00903,0.2601
0.08703,0.0729,0.1156,0.1764,0.05063,0.03063
0.0729,1.00E-04,1.00E-04,0.02103,0.0529,0.30803
0.0256,0.0324,0.17223,1.00E-04,1.00E-04,0.1681
0.0049,0.23523,0.1764,4.00E-04,0.0961,0.0961
0.08703,0.2401,0.04623,9.00E-04,4.00E-04,0.06003
0.15603,0.0225,0.08703,0.25503,0.15603,0.22563
1.00E-04,0.06003,0.0016,0.08703,0.0841,0.30803
0.09923,0.04,0.01,0.25503,0.0784,0.0625
0.09,0.04,2.50E-05,0.01103,2.50E-05,0.2304
