9.00E-04,0.09923,0.09923,0.0025,0.04623,0.0121
0.0289,0.24503,0.16,0.2116,0.0441,0.2209
1.00E-04,0.1521,9.00E-04,0.08123,0.01103,0.0484
0.13323,0.00203,0.02103,0.0676,0.08703,0.02723
0.0961,0.25503,0.18063,6.25E-04,0.00203,0.21623
0.0676,0.0625,0.04203,0.07023,0.08123,0.18923
0.0529,0.3136,1.00E-04,0.2704,0.11223,0.16
0.01323,0.23523,0.0016,0.3136,4.00E-04,0.09923
1.00E-04,0.0625,0.01103,0.0729,0.04,0.0676
0.14063,0.10563,0.0784,0.01323,0.00303,0.1444
0.01103,0.03063,0.0441,0.18923,2.50E-05,0.11223
0.00203,0.1156,0.03803,0.15603,0.14063,0.0484
2.25E-04,0.23523,0.09303,0.2401,0.00203,0.15603
2.25E-04,0.1369,0.09303,0.03803,9.00E-04,0.00723
0.14063,0.07023,0.1024,0.0784,0.01323,0.3025
0,0.1936,0.01103,0.22563,2.25E-04,0.28623
2.25E-04,0.09,0.1444,0.1296,0.08703,0.03063
0.0196,0.26523,4.00E-04,0.20703,0.08703,0.03063
0.0169,6.25E-04,0.01,0.0576,0.09303,0.0064
0.0576,0.0729,0.1681,2.50E-05,0.00723,0.1764
0.09303,0.14823,0.1089,6.25E-04,0.0361,0.0676
0.06003,0.2916,0.04,0.00563,0.0324,0.2809
0.00203,0.1764,0.10563,0.2304,0.01323,0.23523
4.00E-04,0.15603,0.03803,0.07563,0.00903,0.1024
0.1521,0.0016,0.1225,0.17223,0.1024,0.1849
0.1521,0.00123,0.01323,0.05523,0.00423,0.2704
0.13323,0.16,0.04,0.26523,0.02723,0.14063
0.0016,0,0.00203,0.21623,0.1089,0.2025
0.00423,0.11903,0.00303,0.25,0.0081,0.0961
0.14063,0.11903,0.0144,0.14823,0.06503,0.2401
0.1764,0.02103,0.05523,0.0289,4.00E-04,0.24503
0.04,0.2401,0.1225,0.05523,0.01823,0.18063
1.00E-04,0.30803,0.0484,0.00563,0.02103,0.18923
4.00E-04,6.25E-04,4.00E-04,0.0256,4.00E-04,0.22563
0.00123,0.2916,9.00E-04,0.17223,0.16403,0.28623
0.04623,0.13323,0.1296,6.25E-04,0.1156,0.3136
0.03423,0.2209,0.02723,0.1681,0.0169,0.07563
0.01103,0.02723,0.00563,0.06503,0.06503,0.0625
0.00303,0.0081,0.00903,0.0961,0.06503,0.2916
0.0361,0.1521,0.02723,0.14823,0.04203,0.0225
0.0484,2.50E-05,0.06503,0.29703,0.01563,0.0361
0.0361,0.0961,0.0036,0.16,0.0016,0.3136
0.11903,0.07563,0.06003,0.06003,0.00303,0.0625
0.0729,0.08703,0.02103,0.16,0.0529,0.20703
0.0484,0.1156,0.1444,0.03803,0.00303,0.11903
0.01323,4.00E-04,0.1764,0.2401,0.00203,0.29703
0.1024,0.0361,0.04,0.01,0.14823,0.0576
0.08703,0.00203,0.02103,0.16403,0.0036,0.22563
0.0016,0.06003,0.0121,0.14063,2.25E-04,0.1296
0.00423,4.00E-04,2.25E-04,0.0576,0.00303,0.26523
0.0025,0.00303,0.0225,0.07563,0.1764,0.11903
0.03423,0.2209,0.01323,0.00303,0.12603,0.06003
