0.95,0.955,0.81,0.705,0.475,0.155,0.035,0
0.99,0.988,0.985,0.745,0.525,0.465,0.265,0.045
0.955,0.86,0.825,0.675,0.58,0.145,0.05,0.01
0.935,0.915,0.875,0.785,0.72,0.22,0.04,0.02
0.985,0.975,0.745,0.525,0.455,0.21,0.06,0.01
1,0.97,0.85,0.79,0.635,0.29,0.15,0
0.985,0.78,0.698,0.445,0.02,0.015,0,0
0.94,0.925,0.88,0.8,0.465,0.16,0.085,0
0.95,0.77,0.68,0.475,0.205,0.08,0,0
0.985,0.93,0.88,0.75,0.26,0.11,0.015,0
0.93,0.825,0.73,0.59,0.275,0.105,0.005,0
0.955,0.9,0.875,0.815,0.495,0.185,0.005,0
